Date,AMD_Open,AMD_High,AMD_Low,AMD_Close,AMD_Adj _Close,AMD_Volume
1/18/2019,20.370001,21.049999,20.02,20.77,20.77,88131000
1/22/2019,20.48,20.92,19.700001,19.76,19.76,78513700
1/23/2019,20.030001,20.48,19.549999,19.799999,19.799999,77811300
1/24/2019,20.059999,21.01,20.040001,20.85,20.85,97433400
1/25/2019,20.99,22.030001,20.790001,21.93,21.93,110239500
1/28/2019,20.32,21.01,20.02,20.18,20.18,135164100
1/29/2019,20.26,20.389999,19.049999,19.25,19.25,131202500
1/30/2019,21.49,23.129999,21.370001,23.09,23.09,211421200
1/31/2019,23.02,25.139999,22.83,24.41,24.41,182575600
2/1/2019,24.610001,24.84,24.07,24.51,24.51,105356200
2/4/2019,24.43,24.66,24.07,24.129999,24.129999,70843800
2/5/2019,23.42,23.860001,22.98,23.309999,23.309999,122226000
2/6/2019,23.629999,24.139999,23.219999,23.26,23.26,78684300
2/7/2019,22.99,23.219999,22.32,22.67,22.67,86723900
2/8/2019,22.33,23.280001,22.27,23.049999,23.049999,78129300
2/11/2019,23.049999,23.280001,22.66,22.959999,22.959999,60578700
2/12/2019,23.43,23.559999,22.75,22.82,22.82,67595400
2/13/2019,22.98,23.24,22.709999,22.85,22.85,57544200
2/14/2019,22.74,23.370001,22.59,23.129999,23.129999,64441200
2/15/2019,23.58,24.049999,23.200001,23.68,23.68,78644100
2/19/2019,23.629999,24.41,23.610001,23.950001,23.950001,57517900
2/20/2019,24.139999,24.370001,23.9,23.950001,23.950001,57091600
2/21/2019,24.040001,24.33,23.85,23.92,23.92,49608200
2/22/2019,24.049999,24.360001,23.879999,24.360001,24.360001,52650700
2/25/2019,25.01,25.52,24.68,24.709999,24.709999,63221000
2/26/2019,24.65,24.719999,24.15,24.209999,24.209999,48470100
2/27/2019,24.110001,24.23,23.209999,23.48,23.48,62649300
2/28/2019,23.209999,23.67,23.110001,23.530001,23.530001,39384900
3/1/2019,23.969999,24.190001,23.450001,23.68,23.68,48084000
3/4/2019,23.889999,24.129999,23.01,23.370001,23.370001,48147700
3/5/2019,23.34,23.68,23.01,23.5,23.5,35462600
3/6/2019,23.469999,23.530001,22.4,22.41,22.41,60479400
3/7/2019,22.33,22.41,21.73,22.08,22.08,52186300
3/8/2019,21.35,22.09,21.040001,22.01,22.01,49967700
3/11/2019,22.15,23.08,21.98,22.959999,22.959999,54420200
3/12/2019,23.1,23.799999,22.780001,23.49,23.49,56410600
3/13/2019,23.66,24.15,23.35,23.379999,23.379999,56705800
3/14/2019,23.370001,23.49,22.799999,22.82,22.82,42818600
3/15/2019,23.1,23.65,23.01,23.290001,23.290001,46519900
3/18/2019,23.299999,23.620001,23.040001,23.25,23.25,34731800
3/19/2019,23.6,26.08,23.59,26,26,156052200
3/20/2019,26.49,26.879999,25.309999,25.700001,25.700001,151292100
3/21/2019,25.780001,28.110001,25.709999,27.889999,27.889999,129610300
3/22/2019,27.540001,27.75,26.33,26.370001,26.370001,115323300
3/25/2019,26.290001,26.99,25.540001,25.969999,25.969999,78438200
3/26/2019,26.690001,26.98,25.459999,25.690001,25.690001,75754100
3/27/2019,25.700001,25.879999,24.549999,24.889999,24.889999,88585300
3/28/2019,25.1,25.559999,24.65,25.059999,25.059999,64667500
3/29/2019,25.58,25.73,25.25,25.52,25.52,53502800
4/1/2019,26.42,26.559999,25.83,26.360001,26.360001,63000300
4/2/2019,26.51,26.799999,26.09,26.75,26.75,53358800
4/3/2019,28.02,29.950001,27.879999,29.02,29.02,197650500
4/4/2019,28.879999,29.389999,28.610001,29.09,29.09,82191100
4/5/2019,29.639999,29.690001,28.799999,28.98,28.98,65662700
4/8/2019,28.690001,28.950001,28.18,28.530001,28.530001,58002500
4/9/2019,28.24,28.379999,27.190001,27.24,27.24,75539800
4/10/2019,27.459999,28.120001,27.32,27.83,27.83,64368100
4/11/2019,27.809999,28.049999,27.459999,27.790001,27.790001,44801200
4/12/2019,28.209999,28.379999,27.66,27.85,27.85,41048800
4/15/2019,27.799999,27.84,26.959999,27.33,27.33,40812500
4/16/2019,27.719999,28.18,27.49,27.93,27.93,47340100
4/17/2019,28.209999,28.27,27.219999,27.49,27.49,48240800
4/18/2019,27.6,27.879999,27.34,27.68,27.68,39880900
4/22/2019,27.620001,28.23,27.389999,28.18,28.18,36477300
4/23/2019,28.18,28.49,27.790001,27.969999,27.969999,41777500
4/24/2019,28.1,28.85,27.93,28.459999,28.459999,51784700
4/25/2019,28.67,28.860001,27.360001,27.66,27.66,57329700
4/26/2019,27.66,27.9,27.049999,27.879999,27.879999,48827900
4/29/2019,27.9,28.139999,27.5,27.690001,27.690001,44532700
4/30/2019,27.59,27.799999,26.940001,27.629999,27.629999,73165900
5/1/2019,28.950001,29.15,26.780001,26.809999,26.809999,136066900
5/2/2019,26.940001,28.639999,26.610001,28.290001,28.290001,100514800
5/3/2019,28.299999,28.42,27.66,28.219999,28.219999,55503100
5/6/2019,26.719999,27.5,26.450001,27.42,27.42,70344100
5/7/2019,27.200001,27.35,26.209999,26.66,26.66,75868800
5/8/2019,26.41,27.709999,26.27,27.09,27.09,65967500
5/9/2019,26.700001,27.379999,26.030001,27.209999,27.209999,73150900
5/10/2019,27.030001,28.1,26.93,27.959999,27.959999,82930100
5/13/2019,26.98,27.23,26.1,26.24,26.24,99017900
5/14/2019,26.530001,27.48,26.15,27.32,27.32,82980400
5/15/2019,26.870001,27.790001,26.73,27.58,27.58,55689900
5/16/2019,27.370001,28.370001,27.27,28.01,28.01,67330100
5/17/2019,27.690001,28.459999,27.4,27.5,27.5,65385400
5/20/2019,26.98,27.24,26.49,26.68,26.68,69757400
5/21/2019,27.18,27.370001,26.93,27.35,27.35,46079200
5/22/2019,27.120001,27.59,27.07,27.41,27.41,40035300
5/23/2019,26.99,27.1,26.030001,26.360001,26.360001,67809200
5/24/2019,26.610001,26.93,26.4,26.440001,26.440001,39835800
5/28/2019,27.27,29.67,27.059999,29.049999,29.049999,146949600
5/29/2019,29,29.32,27.73,28.09,28.09,99969600
5/30/2019,28.4,28.559999,27.6,28.030001,28.030001,65289100
5/31/2019,27.57,28.360001,27.4,27.41,27.41,68667800
6/3/2019,28.75,29.620001,27.290001,27.58,27.58,147532200
6/4/2019,28.389999,29.59,27.91,29.57,29.57,107549500
6/5/2019,29.93,29.99,29.030001,29.5,29.5,79481500
6/6/2019,29.870001,31.98,29.84,31.82,31.82,131267800
6/7/2019,31.940001,32.599998,31.57,32.41,32.41,86841100
6/10/2019,33.529999,34.299999,33.080002,33.23,33.23,97668800
6/11/2019,33.43,33.490002,31.82,32.41,32.41,82834900
6/12/2019,32,32.57,31.92,32.18,32.18,56298700
6/13/2019,32.389999,32.5,31.059999,31.389999,31.389999,63556000
6/14/2019,30.700001,30.959999,30.02,30.360001,30.360001,70373000
6/17/2019,30.25,30.450001,29.18,29.200001,29.200001,70865700
6/18/2019,29.76,30.969999,29.58,30.450001,30.450001,86444500
6/19/2019,30.67,30.790001,30.059999,30.5,30.5,63233900
6/20/2019,31.24,31.360001,29.84,30.01,30.01,72418200
6/21/2019,29.65,30.35,28.969999,29.1,29.1,81861300
6/24/2019,29.32,29.4,28.67,29.26,29.26,55724800
6/25/2019,29.26,29.719999,28.799999,28.860001,28.860001,53680900
6/26/2019,29.98,30.48,29.780001,29.92,29.92,65064200
6/27/2019,30.41,30.959999,30.209999,30.74,30.74,55623300
6/28/2019,31.08,31.110001,30.33,30.370001,30.370001,50090900
7/1/2019,31.790001,32.040001,30.870001,31.200001,31.200001,60275900
7/2/2019,30.959999,31.26,30.73,31.24,31.24,37721700
7/3/2019,31.129999,31.33,30.74,31.190001,31.190001,23462000
7/5/2019,30.879999,31.559999,30.75,31.5,31.5,34011900
7/8/2019,31.799999,32.150002,31.26,32.040001,32.040001,49689400
7/9/2019,31.76,33.18,30.1,33.150002,33.150002,61419800
7/10/2019,33.560001,34.029999,33.360001,33.790001,33.790001,60388400
7/11/2019,33.91,34,32.759998,33.060001,33.060001,63081800
7/12/2019,32.759998,33.389999,32.59,33.209999,33.209999,51509700
7/15/2019,33.34,34.549999,33.27,34.389999,34.389999,65565200
7/16/2019,34.299999,34.860001,33.799999,33.849998,33.849998,66912700
7/17/2019,34.009998,34.299999,33.490002,33.599998,33.599998,42557900
7/18/2019,33.029999,33.459999,32.419998,33,33,58473900
7/19/2019,33.080002,33.349998,32.450001,32.509998,32.509998,44617700
7/22/2019,32.799999,33.310001,32.740002,32.849998,32.849998,37777300
7/23/2019,33.169998,33.5,32.93,33.490002,33.490002,38532500
7/24/2019,33.639999,34.360001,33.450001,34.110001,34.110001,41952300
7/25/2019,34.049999,34.25,33.619999,33.669998,33.669998,36705600
7/26/2019,34.23,34.77,33.869999,34.02,34.02,43502800
7/29/2019,34.139999,34.18,32.98,33.48,33.48,45922000
7/30/2019,33.209999,33.939999,32.939999,33.869999,33.869999,72198900
7/31/2019,32.080002,32.299999,30.299999,30.450001,30.450001,119190000
8/1/2019,30.5,31.48,29.1,29.860001,29.860001,80878900
8/2/2019,29.48,29.73,28.940001,29.440001,29.440001,60410900
8/5/2019,28.26,28.49,27.65,27.99,27.99,74333200
8/6/2019,28.860001,29.049999,28.200001,28.860001,28.860001,60578400
8/7/2019,28.469999,29.280001,28.370001,29.190001,29.190001,58577500
8/8/2019,31.530001,34.27,31.48,33.919998,33.919998,167278800
8/9/2019,33.450001,35.549999,33.080002,34.189999,34.189999,132483900
8/12/2019,34.16,34.650002,32.080002,32.43,32.43,106936000
8/13/2019,32.360001,33.139999,31.719999,32.110001,32.110001,102009700
8/14/2019,31,31.049999,29.51,30.24,30.24,127521500
8/15/2019,30.629999,30.73,29.209999,29.67,29.67,71674400
8/16/2019,30.309999,31.48,30.209999,31.18,31.18,70469800
8/19/2019,32,32.189999,31.42,31.48,31.48,67596900
8/20/2019,30.940001,31.309999,30.450001,30.719999,30.719999,47924000
8/21/2019,31.049999,31.74,30.84,31.700001,31.700001,41441500
8/22/2019,31.76,31.92,30.98,31.9,31.9,47667900
8/23/2019,31.299999,31.83,29.4,29.540001,29.540001,83681100
8/26/2019,30.34,30.719999,29.940001,30.280001,30.280001,50612500
8/27/2019,30.6,30.889999,29.6,30.200001,30.200001,53229200
8/28/2019,29.92,31.18,29.700001,30.780001,30.780001,55835900
8/29/2019,31.469999,31.83,31.33,31.450001,31.450001,44422800
8/30/2019,31.6,31.870001,31.129999,31.450001,31.450001,40307000
9/3/2019,30.83,31.139999,30.68,30.9,30.9,38029300
9/4/2019,31.32,31.83,30.85,30.950001,30.950001,46614600
9/5/2019,31.790001,32.049999,31.120001,31.5,31.5,57861200
9/6/2019,31.5,31.51,30.48,30.559999,30.559999,51673000
9/9/2019,30.93,31.18,30.24,30.5,30.5,54413200
9/10/2019,30.219999,30.379999,29.77,30.23,30.23,48604800
9/11/2019,30.379999,30.43,29.51,29.76,29.76,50631700
9/12/2019,30.08,30.84,29.950001,30.209999,30.209999,53618300
9/13/2019,30.27,30.85,29.950001,30.690001,30.690001,47758800
9/16/2019,30.370001,31.15,30.26,30.83,30.83,52248500
9/17/2019,31.07,31.32,30.74,30.99,30.99,35011700
9/18/2019,30.75,30.889999,29.879999,30.42,30.42,47027500
9/19/2019,30.57,30.959999,30.139999,30.290001,30.290001,41603000
9/20/2019,30.360001,30.469999,29.65,30.049999,30.049999,79957400
9/23/2019,30.120001,30.799999,30.07,30.639999,30.639999,44366800
9/24/2019,30.540001,30.75,29.290001,29.52,29.52,72963000
9/25/2019,29.48,29.65,28.549999,29.540001,29.540001,58234800
9/26/2019,29.67,29.77,29,29.469999,29.469999,40745400
9/27/2019,29.17,29.77,28.35,28.719999,28.719999,54091100
9/30/2019,28.889999,29.049999,28.360001,28.99,28.99,37295600
10/1/2019,29.049999,29.540001,28.639999,28.76,28.76,37081800
10/2/2019,28.5,28.85,28.030001,28.309999,28.309999,43640700
10/3/2019,28.280001,28.780001,27.43,28.68,28.68,56325200
10/4/2019,28.83,29.059999,28.280001,29.01,29.01,34446700
10/7/2019,28.9,29.629999,28.84,28.93,28.93,39337200
10/8/2019,28.549999,28.639999,27.92,28.23,28.23,44265700
10/9/2019,28.799999,28.950001,28.35,28.459999,28.459999,35661500
10/10/2019,28.52,28.889999,28,28.379999,28.379999,40660100
10/11/2019,28.83,30.200001,28.809999,29.75,29.75,66256900
10/14/2019,29.709999,30.610001,29.379999,30.530001,30.530001,44473700
10/15/2019,30.700001,30.92,30.17,30.719999,30.719999,41600700
10/16/2019,30.6,31.41,30.530001,30.809999,30.809999,42804400
10/17/2019,31.299999,31.4,30.860001,31.139999,31.139999,36884400
10/18/2019,31.059999,31.33,30.290001,30.969999,30.969999,39681700
10/21/2019,31.5,32.259998,31.41,32.029999,32.029999,52182800
10/22/2019,32.060001,32.150002,31.5,31.51,31.51,36185200
10/23/2019,31.09,31.65,30.83,31.360001,31.360001,26582200
10/24/2019,31.58,31.860001,31.34,31.719999,31.719999,27808000
10/25/2019,31.9,32.860001,31.83,32.709999,32.709999,45368800
10/28/2019,33.16,33.91,33.150002,33.689999,33.689999,51223600
10/29/2019,33.73,33.900002,32.700001,33.029999,33.029999,78700100
10/30/2019,32.93,33.34,32.029999,33.130001,33.130001,78228800
10/31/2019,32.98,34.34,32.82,33.93,33.93,67881600
11/1/2019,34.369999,35,34.099998,34.889999,34.889999,64238600
11/4/2019,35.189999,36.450001,34.759998,36.290001,36.290001,83343800
11/5/2019,36.560001,37.18,35.98,36.150002,36.150002,84848600
11/6/2019,36.060001,36.48,35.52,35.93,35.93,51675100
11/7/2019,36.52,36.990002,36.029999,36.279999,36.279999,54350200
11/8/2019,36.060001,36.580002,36,36.290001,36.290001,39353900
11/11/2019,35.959999,36.66,35.580002,36.310001,36.310001,43511100
11/12/2019,36.43,37.130001,36.400002,36.709999,36.709999,58664500
11/13/2019,36.650002,37.959999,36.580002,37.52,37.52,67648300
11/14/2019,37.509998,38.5,37.360001,38.349998,38.349998,65829500
11/15/2019,38.939999,39.369999,38.34,38.560001,38.560001,62958500
11/18/2019,38.650002,39.990002,38.599998,39.880001,39.880001,66102800
11/19/2019,40.139999,41.790001,39.689999,41.290001,41.290001,94373000
11/20/2019,40.959999,41.75,40.07,40.98,40.98,79767900
11/21/2019,40.419998,40.709999,38.639999,39.52,39.52,88069400
11/22/2019,39.360001,39.889999,38.189999,39.150002,39.150002,56931900
11/25/2019,39.5,40.169998,39.490002,39.790001,39.790001,45769500
11/26/2019,39.299999,39.48,38.810001,38.990002,38.990002,43603300
11/27/2019,39.459999,39.759998,39.07,39.41,39.41,33630100
11/29/2019,39.099998,39.52,39.02,39.150002,39.150002,17609900
12/2/2019,39.32,39.41,38.439999,38.73,38.73,35710200
12/3/2019,37.34,38.93,37.150002,38.900002,38.900002,51556400
12/4/2019,39.380001,39.82,39.130001,39.689999,39.689999,44299400
12/5/2019,39.950001,40.220001,39.549999,39.619999,39.619999,35574000
12/6/2019,40.099998,40.189999,39.560001,39.630001,39.630001,31101400
12/9/2019,39.459999,39.84,38.91,38.93,38.93,27928100
12/10/2019,39.200001,39.73,38.82,39.439999,39.439999,33733600
12/11/2019,39.439999,39.610001,39.040001,39.470001,39.470001,31698300
12/12/2019,39.400002,42.619999,39.25,42.59,42.59,86878000
12/13/2019,42.349998,42.950001,41.060001,41.150002,41.150002,79927800
12/16/2019,41.73,42.98,41.73,42.349998,42.349998,58824900
12/17/2019,42.509998,43.110001,42.150002,42.77,42.77,44852000
12/18/2019,42.790001,43.060001,42.240002,42.299999,42.299999,39083300
12/19/2019,42.630001,43.34,42.599998,42.830002,42.830002,45883000
12/20/2019,43.439999,44.259998,43.259998,44.150002,44.150002,68104700
12/23/2019,44.580002,45.630001,44.389999,45.459999,45.459999,55886500
12/24/2019,46.099998,46.610001,45.77,46.540001,46.540001,44432200
12/26/2019,46.990002,47.310001,45.66,46.630001,46.630001,57562800
12/27/2019,46.849998,46.880001,45.98,46.18,46.18,36581300
12/30/2019,46.139999,46.169998,44.66,45.52,45.52,41149700
12/31/2019,45.07,46.09,44.919998,45.860001,45.860001,31673200
1/2/2020,46.860001,49.25,46.630001,49.099998,49.099998,80331100
1/3/2020,48.029999,49.389999,47.540001,48.599998,48.599998,73127400
1/6/2020,48.02,48.860001,47.860001,48.389999,48.389999,47934900
1/7/2020,49.349998,49.389999,48.040001,48.25,48.25,58061400
1/8/2020,47.849998,48.299999,47.139999,47.830002,47.830002,53767000
1/9/2020,48.939999,49.959999,48.389999,48.970001,48.970001,76512800
1/10/2020,49.259998,49.290001,48,48.169998,48.169998,44133700
1/13/2020,48.66,48.860001,48.240002,48.75,48.75,34266800
1/14/2020,48.639999,49.040001,47.91,48.209999,48.209999,38563200
1/15/2020,48.23,49.080002,48.119999,48.549999,48.549999,40199900
1/16/2020,49.169998,50.310001,48.990002,49.77,49.77,58898900
1/17/2020,50.200001,51.049999,49.900002,50.93,50.93,57722500
1/21/2020,50.959999,51.810001,50.700001,51.049999,51.049999,49095000
1/22/2020,51.630001,51.880001,51.200001,51.43,51.43,40772200
1/23/2020,51.34,51.75,50.740002,51.709999,51.709999,40135400
1/24/2020,52.279999,52.810001,49.470001,50.349998,50.349998,80004900
1/27/2020,48.450001,49.790001,47.900002,49.259998,49.259998,48878600
1/28/2020,50.029999,50.849998,49.48,50.529999,50.529999,62343800
1/29/2020,47.84,48.07,46.099998,47.509998,47.509998,112349900
1/30/2020,46.490002,48.810001,46.130001,48.779999,48.779999,70460200
1/31/2020,48.400002,48.580002,46.790001,47,47,60322400
2/3/2020,46.400002,48.099998,46.23,48.02,48.02,46983500
2/4/2020,49.209999,49.75,48.610001,49.450001,49.450001,46302100
2/5/2020,50.290001,50.419998,49.310001,49.84,49.84,42737100
2/6/2020,48.799999,49.389999,47.630001,49.32,49.32,48670600
2/7/2020,48.91,50.669998,48.639999,49.73,49.73,53107600
2/10/2020,49.470001,52.299999,49.349998,52.259998,52.259998,60971700
2/11/2020,53.220001,54.48,52.91,53.799999,53.799999,74719100
2/12/2020,54.529999,54.849998,53.529999,53.889999,53.889999,45994900
2/13/2020,53.43,55.029999,53.34,54.529999,54.529999,51640000
2/14/2020,55.189999,55.400002,54.560001,55.310001,55.310001,52365400
2/18/2020,54.939999,58.130001,54.84,56.889999,56.889999,70133200
2/19/2020,57.990002,59.27,57.509998,58.900002,58.900002,58597300
2/20/2020,58.439999,59.02,56.150002,57.27,57.27,74203400
2/21/2020,56.709999,56.799999,52.889999,53.279999,53.279999,88271100
2/24/2020,48.18,50.279999,47.490002,49.119999,49.119999,86624100
2/25/2020,51.139999,51.240002,47.119999,47.57,47.57,88699400
2/26/2020,47.700001,49.290001,47.07,47.490002,47.490002,86378400
2/27/2020,45.380001,46.240002,42.209999,44.009998,44.009998,106416200
2/28/2020,41.360001,46.150002,41.040001,45.48,45.48,100331800
3/2/2020,47.419998,47.68,44.66,47.459999,47.459999,102324700
3/3/2020,49.029999,50.200001,45.669998,46.75,46.75,141972300
3/4/2020,48.25,50.139999,47.209999,50.110001,50.110001,93311800
3/5/2020,48.68,49.720001,47.509998,48.110001,48.110001,98302700
3/6/2020,49.439999,49.540001,46.740002,48.59,48.59,124590900
3/9/2020,43.029999,46.34,42.509998,43.27,43.27,80859800
3/10/2020,45.41,45.439999,43.099998,45.380001,45.380001,76228200
3/11/2020,44.189999,45.970001,43.799999,45.700001,45.700001,101601100
3/12/2020,42,42.5,39,39.009998,39.009998,107461500
3/13/2020,42.200001,43.91,39.599998,43.900002,43.900002,86689700
3/16/2020,39.080002,43.369999,38.509998,38.709999,38.709999,84545900
3/17/2020,40.189999,42.880001,38.299999,41.880001,41.880001,92741900
3/18/2020,39.540001,41.950001,36.75,39.119999,39.119999,106949300
3/19/2020,39.560001,41.700001,37.689999,39.82,39.82,88939000
3/20/2020,41.509998,42.48,39.580002,39.610001,39.610001,106859500
3/23/2020,40.619999,42.32,38.950001,41.639999,41.639999,101704700
3/24/2020,44.040001,46.810001,43.990002,46.220001,46.220001,106794200
3/25/2020,46.790001,47.880001,44.43,44.630001,44.630001,93760400
3/26/2020,45.779999,47.5,45.400002,47.5,47.5,73680200
3/27/2020,46.32,47.98,45.900002,46.580002,46.580002,74599200
3/30/2020,47.240002,48.459999,46.66,47.860001,47.860001,68486600
3/31/2020,47.93,48.529999,45.16,45.48,45.48,83483700
4/1/2020,44.18,46.849998,43.16,43.66,43.66,92083100
4/2/2020,43.400002,45.279999,43.099998,44.490002,44.490002,79024100
4/3/2020,44.299999,44.84,41.700001,42.59,42.59,79335000
4/6/2020,44.299999,47.580002,44.060001,47.52,47.52,82294000
4/7/2020,48.959999,49.650002,46.68,47.560001,47.560001,102098700
4/8/2020,48.07,49,47.610001,48.790001,48.790001,64930800
4/9/2020,49.650002,50.25,47.720001,48.380001,48.380001,80270100
4/13/2020,48.470001,51.07,48.23,50.939999,50.939999,64290100
4/14/2020,52.240002,55.139999,52.110001,54.93,54.93,85306800
4/15/2020,53.73,55.57,53.41,54.990002,54.990002,83814000
4/16/2020,55.959999,58.080002,55.630001,56.950001,56.950001,103106500
4/17/2020,57.349998,57.759998,55.549999,56.599998,56.599998,76908800
4/20/2020,55.98,58.630001,55.849998,56.970001,56.970001,72367300
4/21/2020,56.900002,57.73,51.41,52.919998,52.919998,123906400
4/22/2020,54.91,56.150002,54.34,55.919998,55.919998,63041600
4/23/2020,56.650002,57.290001,55.639999,55.900002,55.900002,69662700
4/24/2020,55.099998,56.779999,54.419998,56.18,56.18,72761000
4/27/2020,57.439999,58,56.25,56.490002,56.490002,62568100
4/28/2020,57.16,57.349998,55.299999,55.509998,55.509998,80501800
4/29/2020,54.529999,54.860001,52.740002,53.66,53.66,110800900
4/30/2020,53.43,54.290001,52.029999,52.389999,52.389999,65543900
5/1/2020,51.07,51.950001,49.09,49.880001,49.880001,69562700
5/4/2020,49.82,52.610001,49.73,52.560001,52.560001,62590600
5/5/2020,53.43,53.509998,51.290001,52.189999,52.189999,56560500
5/6/2020,52.419998,53.310001,51.880001,52.16,52.16,48138100
5/7/2020,52.93,52.970001,51.619999,51.950001,51.950001,48956600
5/8/2020,52.150002,53.27,51.810001,53.189999,53.189999,40686100
5/11/2020,52.900002,55.889999,52.75,55.740002,55.740002,68746400
5/12/2020,56.209999,56.580002,53.75,53.759998,53.759998,55631100
5/13/2020,54.040001,55.220001,51.299999,52.18,52.18,76824700
5/14/2020,52.099998,54.540001,51.610001,54.509998,54.509998,73814000
5/15/2020,53.32,54.439999,52.860001,54.200001,54.200001,66950900
5/18/2020,54.98,55.25,54.240002,54.59,54.59,48569200
5/19/2020,54.389999,56.73,54.360001,55.470001,55.470001,60388500
5/20/2020,56.549999,56.98,55.630001,56.389999,56.389999,50888200
5/21/2020,56.68,56.720001,54.610001,54.650002,54.650002,48496100
5/22/2020,54.77,55.369999,53.779999,55.169998,55.169998,43524100
5/26/2020,56.009998,56.080002,53.02,53.189999,53.189999,51618900
5/27/2020,53.27,53.279999,49.09,52.740002,52.740002,102414500
5/28/2020,52.25,53.540001,51.25,51.740002,51.740002,53670200
5/29/2020,52.07,53.799999,51.849998,53.799999,53.799999,64666700
6/1/2020,53.310001,54.110001,52.889999,53.630001,53.630001,36864400
6/2/2020,53.450001,53.57,52.009998,53.540001,53.540001,42855200
6/3/2020,53.599998,53.650002,52.330002,52.73,52.73,46765300
6/4/2020,52.59,53.740002,52.200001,52.630001,52.630001,44869100
6/5/2020,52.990002,53.57,52.080002,53.099998,53.099998,53908300
6/8/2020,53.299999,53.349998,52.259998,52.970001,52.970001,39681700
6/9/2020,52.950001,56.459999,52.720001,56.389999,56.389999,79919100
6/10/2020,57.200001,59,57.029999,57.439999,57.439999,78719400
6/11/2020,55.939999,56.68,52.799999,52.830002,52.830002,78715400
6/12/2020,55.009998,55.599998,52.110001,53.5,53.5,71189100
6/15/2020,52.580002,54.73,52.41,54.68,54.68,56740700
6/16/2020,55.720001,56.07,53.59,54.459999,54.459999,50949700
